Year,Quarter,Month,Full Date,Category,Sub Category,Customer Age Group,Customer Gender,Customer Country,Sales Territory,Revenue,Number Of Orders
2015,2015-4,2015-11,11/23/2015,Books & Audible,All,Age 32-39,M,USA,All,179449.368,1795
2015,2015-4,2015-11,11/23/2015,Books & Audible,All,Age 32-39,F,USA,All,48311.963,484
2015,2015-4,2015-11,11/23/2015,Books & Audible,All,Age 40-49,M,USA,All,275541.4872,2756
2015,2015-4,2015-11,11/23/2015,Books & Audible,All,Age 40-49,F,USA,All,111516.3567,1116
2015,2015-4,2015-11,11/23/2015,Books & Audible,All,Age 50-59,M,USA,All,109278.5925,1093
2015,2015-4,2015-11,11/23/2015,Books & Audible,All,Age 50-59,F,USA,All,25026.771,251
2015,2015-4,2015-11,11/23/2015,Books & Audible,All,Age 60 or above,M,USA,All,121514.4035,1216
2015,2015-4,2015-11,11/23/2015,Books & Audible,All,Age 60 or above,F,USA,All,156512.503,1566
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 24 or less,M,USA,All,130621.3482,1307
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 24 or less,F,USA,All,100506.5712,1006
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 25-31,M,USA,All,157808.4004,1579
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 25-31,F,USA,All,172634.9468,1727
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 32-39,M,USA,All,155069.131,1551
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 32-39,F,USA,All,13784.323,138
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 40-49,M,USA,All,86805.1485,869
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 40-49,F,USA,All,65737.3563,658
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 50-59,M,USA,All,16570.56975,166
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 50-59,F,USA,All,82050.28125,821
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 60 or above,M,USA,All,14716.2645,148
2015,2015-4,2015-11,11/24/2015,Books & Audible,All,Age 60 or above,F,USA,All,108922.576,1090
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 24 or less,M,USA,All,196387.7328,1964
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 24 or less,F,USA,All,11331.999,114
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 25-31,M,USA,All,216325.871,2164
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 25-31,F,USA,All,140329.5481,1404
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 32-39,M,USA,All,22808.429,229
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 32-39,F,USA,All,320974.171,3210
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 40-49,M,USA,All,89571.3903,896
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 40-49,F,USA,All,10195.4601,102
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 50-59,M,USA,All,196945.3868,1970
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 50-59,F,USA,All,196878.738,1969
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 60 or above,M,USA,All,72559.6725,726
2015,2015-4,2015-11,11/25/2015,Books & Audible,All,Age 60 or above,F,USA,All,149780.218,1498
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 24 or less,M,USA,All,8144.136,82
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 24 or less,F,USA,All,78996.0738,790
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 25-31,M,USA,All,81609.84545,817
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 25-31,F,USA,All,35450.6544,355
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 32-39,M,USA,All,12883.899,129
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 32-39,F,USA,All,259989.093,2600
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 40-49,M,USA,All,165978.0171,1660
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 40-49,F,USA,All,200696.4351,2007
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 50-59,M,USA,All,93832.4205,939
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 50-59,F,USA,All,76377.33075,764
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 60 or above,M,USA,All,131784.296,1318
2015,2015-4,2015-11,11/26/2015,Books & Audible,All,Age 60 or above,F,USA,All,58547.454,586
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 24 or less,M,USA,All,102148.1723,1022
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 24 or less,F,USA,All,204438.8947,2045
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 25-31,M,USA,All,58165.67026,582
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 25-31,F,USA,All,224281.9548,2243
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 32-39,M,USA,All,306685.1095,3067
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 32-39,F,USA,All,149180.6701,1492
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 40-49,M,USA,All,325672.7374,3257
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 40-49,F,USA,All,65700.14913,658
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 50-59,M,USA,All,111953.8093,1120
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 50-59,F,USA,All,260649.7163,2607
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 60 or above,M,USA,All,115404.5316,1155
2015,2015-4,2015-11,11/27/2015,Books & Audible,All,Age 60 or above,F,USA,All,122520.9178,1226
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 24 or less,M,USA,All,176941.2091,1770
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 24 or less,F,USA,All,67608.69192,677
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 25-31,M,USA,All,275420.6247,2755
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 25-31,F,USA,All,259962.9648,2600
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 32-39,M,USA,All,288758.0465,2888
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 32-39,F,USA,All,140239.0682,1403
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 40-49,M,USA,All,191770.4874,1918
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 40-49,F,USA,All,148314.3285,1484
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 50-59,M,USA,All,16994.0001,170
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 50-59,F,USA,All,219442.2038,2195
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 60 or above,M,USA,All,33081.24435,331
2015,2015-4,2015-11,11/28/2015,Books & Audible,All,Age 60 or above,F,USA,All,150043.536,1501
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 24 or less,M,USA,All,75337.9704,754
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 24 or less,F,USA,All,63909.80442,640
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 25-31,M,USA,All,203426.6588,2035
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 25-31,F,USA,All,321653.8991,3217
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 32-39,M,USA,All,220644.4471,2207
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 32-39,F,USA,All,277269.7928,2773
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 40-49,M,USA,All,197671.8467,1977
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 40-49,F,USA,All,275401.0621,2755
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 50-59,M,USA,All,151670.1071,1517
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 50-59,F,USA,All,149576.196,1496
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 60 or above,M,USA,All,162841.1939,1629
2015,2015-4,2015-11,11/29/2015,Books & Audible,All,Age 60 or above,F,USA,All,133006.0116,1331
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 24 or less,M,USA,All,83565.36804,836
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 24 or less,F,USA,All,27844.4166,279
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 25-31,M,USA,All,115325.0317,1154
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 25-31,F,USA,All,357418.9253,3575
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 32-39,M,USA,All,165656.1753,1657
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 32-39,F,USA,All,320693.912,3207
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 40-49,M,USA,All,263234.8511,2633
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 40-49,F,USA,All,55733.08356,558
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 50-59,M,USA,All,231235.4872,2313
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 50-59,F,USA,All,236624.261,2367
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 60 or above,M,USA,All,125726.2314,1258
2015,2015-4,2015-11,11/30/2015,Books & Audible,All,Age 60 or above,F,USA,All,112123.6463,1122
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 24 or less,M,USA,All,50320.2084,504
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 24 or less,F,USA,All,208470.5284,2085
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 25-31,M,USA,All,74208.19406,743
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 25-31,F,USA,All,117605.088,1177
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 32-39,M,USA,All,134922.3337,1350
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 32-39,F,USA,All,156371.8695,1564
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 40-49,M,USA,All,164445.1301,1645
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 40-49,F,USA,All,206750.7219,2068
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 50-59,M,USA,All,74041.44825,741
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 50-59,F,USA,All,192758.7354,1928
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 60 or above,M,USA,All,41211.67435,413
2015,2015-4,2015-12,12/1/2015,Books & Audible,All,Age 60 or above,F,USA,All,174757.2288,1748
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 24 or less,M,USA,All,111044.837,1111
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 24 or less,F,USA,All,95008.30416,951
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 25-31,M,USA,All,378043.7257,3781
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 25-31,F,USA,All,368152.2568,3682
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 32-39,M,USA,All,58457.9226,585
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 32-39,F,USA,All,191496.3589,1915
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 40-49,M,USA,All,7909.28523,80
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 40-49,F,USA,All,129387.2026,1294
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 50-59,M,USA,All,127773.8385,1278
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 50-59,F,USA,All,104266.8916,1043
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 60 or above,M,USA,All,55555.8927,556
2015,2015-4,2015-12,12/2/2015,Books & Audible,All,Age 60 or above,F,USA,All,155069.1527,1551
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 24 or less,M,USA,All,102620.5673,1027
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 24 or less,F,USA,All,15212.5743,153
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 25-31,M,USA,All,18273.04518,183
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 25-31,F,USA,All,4837.50421,49
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 32-39,M,USA,All,41977.6665,420
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 32-39,F,USA,All,33930.4196,340
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 40-49,M,USA,All,116261.6786,1163
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 40-49,F,USA,All,118519.133,1186
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 50-59,M,USA,All,70862.50133,709
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 50-59,F,USA,All,193407.8223,1935
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 60 or above,M,USA,All,17893.36395,179
2015,2015-4,2015-12,12/3/2015,Books & Audible,All,Age 60 or above,F,USA,All,41675.1566,417
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 24 or less,M,USA,All,129269.5496,1293
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 24 or less,F,USA,All,170456.2259,1705
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 25-31,M,USA,All,101369.6846,1014
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 25-31,F,USA,All,68422.6647,685
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 32-39,M,USA,All,91689.9137,917
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 32-39,F,USA,All,127156.4525,1272
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 40-49,M,USA,All,255556.8269,2556
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 40-49,F,USA,All,195915.9579,1960
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 50-59,M,USA,All,92172.02033,922
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 50-59,F,USA,All,93723.53183,938
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 60 or above,M,USA,All,151015.8496,1511
2015,2015-4,2015-12,12/4/2015,Books & Audible,All,Age 60 or above,F,USA,All,145775.2835,1458
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 24 or less,M,USA,All,55964.97522,560
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 24 or less,F,USA,All,137403.9513,1375
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 25-31,M,USA,All,181929.8004,1820
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 25-31,F,USA,All,408714.0276,4088
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 32-39,M,USA,All,77949.0712,780
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 32-39,F,USA,All,111552.7413,1116
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 40-49,M,USA,All,119535.6047,1196
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 40-49,F,USA,All,168583.837,1686
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 50-59,M,USA,All,105386.7276,1054
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 50-59,F,USA,All,206345.1794,2064
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 60 or above,M,USA,All,150755.6089,1508
2015,2015-4,2015-12,12/5/2015,Books & Audible,All,Age 60 or above,F,USA,All,145425.1684,1455
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 24 or less,M,USA,All,128942.8741,1290
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 24 or less,F,USA,All,19753.69242,198
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 25-31,M,USA,All,332979.878,3330
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 25-31,F,USA,All,310694.3844,3107
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 32-39,M,USA,All,201785.0527,2018
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 32-39,F,USA,All,220966.6767,2210
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 40-49,M,USA,All,162190.912,1622
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 40-49,F,USA,All,81749.78658,818
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 50-59,M,USA,All,44846.59988,449
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 50-59,F,USA,All,218071.1264,2181
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 60 or above,M,USA,All,13319.57165,134
2015,2015-4,2015-12,12/6/2015,Books & Audible,All,Age 60 or above,F,USA,All,119887.9875,1199
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 24 or less,M,USA,All,97103.30322,972
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 24 or less,F,USA,All,73777.64856,738
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 25-31,M,USA,All,242708.041,2428
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 25-31,F,USA,All,326342.356,3264
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 32-39,M,USA,All,206941.8736,2070
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 32-39,F,USA,All,357747.8905,3578
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 40-49,M,USA,All,233988.5948,2340
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 40-49,F,USA,All,195390.7887,1954
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 50-59,M,USA,All,70394.09108,704
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 50-59,F,USA,All,243079.4751,2431
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 60 or above,M,USA,All,83228.9381,833
2015,2015-4,2015-12,12/7/2015,Books & Audible,All,Age 60 or above,F,USA,All,30095.90815,301
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 24 or less,M,USA,All,133380.6289,1334
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 24 or less,F,USA,All,21016.83738,211
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 25-31,M,USA,All,9412.88271,95
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 25-31,F,USA,All,108411.5525,1085
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 32-39,M,USA,All,49157.7163,492
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 32-39,F,USA,All,309020.789,3091
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 40-49,M,USA,All,293090.0742,2931
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 40-49,F,USA,All,221600.811,2217
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 50-59,M,USA,All,243176.4778,2432
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 50-59,F,USA,All,244455.3515,2445
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 60 or above,M,USA,All,17298.4427,173
2015,2015-4,2015-12,12/8/2015,Books & Audible,All,Age 60 or above,F,USA,All,11036.51395,111
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 24 or less,M,USA,All,122120.3628,1222
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 24 or less,F,USA,All,3655.66278,37
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 25-31,M,USA,All,291717.7946,2918
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 25-31,F,USA,All,349843.7023,3499
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 32-39,M,USA,All,344272.1846,3443
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 32-39,F,USA,All,263447.673,2635
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 40-49,M,USA,All,280653.1368,2807
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 40-49,F,USA,All,23740.9956,238
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 50-59,M,USA,All,75201.89854,753
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 50-59,F,USA,All,187850.5516,1879
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 60 or above,M,USA,All,46168.17485,462
2015,2015-4,2015-12,12/9/2015,Books & Audible,All,Age 60 or above,F,USA,All,47785.8948,478
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 24 or less,M,USA,All,12143.75022,122
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 24 or less,F,USA,All,104818.8488,1049
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 25-31,M,USA,All,382632.4434,3827
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 25-31,F,USA,All,85445.28083,855
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 32-39,M,USA,All,255722.9332,2558
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 32-39,F,USA,All,339465.2639,3395
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 40-49,M,USA,All,137684.0742,1377
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 40-49,F,USA,All,119289.5915,1193
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 50-59,M,USA,All,274698.1537,2747
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 50-59,F,USA,All,86036.4036,861
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 60 or above,M,USA,All,173606.5536,1737
2015,2015-4,2015-12,12/10/2015,Books & Audible,All,Age 60 or above,F,USA,All,147142.6535,1472
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 24 or less,M,USA,All,30641.24154,307
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 24 or less,F,USA,All,151620.802,1517
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 25-31,M,USA,All,151182.8083,1512
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 25-31,F,USA,All,353429.0377,3535
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 32-39,M,USA,All,160423.9817,1605
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 32-39,F,USA,All,339248.1248,3393
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 40-49,M,USA,All,110743.1137,1108
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 40-49,F,USA,All,92478.85086,925
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 50-59,M,USA,All,39767.38259,398
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 50-59,F,USA,All,16224.06768,163
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 60 or above,M,USA,All,16952.89443,170
2015,2015-4,2015-12,12/11/2015,Books & Audible,All,Age 60 or above,F,USA,All,170874.6927,1709
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 24 or less,M,USA,All,69011.68761,691
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 24 or less,F,USA,All,76384.42217,764
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 25-31,M,USA,All,332583.6682,3326
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 25-31,F,USA,All,71268.18092,713
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 32-39,M,USA,All,17106.93264,172
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 32-39,F,USA,All,156330.9794,1564
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 40-49,M,USA,All,114968.9413,1150
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 40-49,F,USA,All,130209.8711,1303
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 50-59,M,USA,All,205235.1023,2053
2015,2015-4,2015-12,12/12/2015,Books & Audible,All,Age 50-59,F,USA,All,142287.7428,1423
